(Ashwattha tree) ripe fruit	(অশ্বত্থ গাছের) পাকা ফল
Modiceri	মডিকেরি
The city of Modiceri	মডিকেরি শহর
Model	মডেল
Modeling	মডেলিং
Gem	মণি
Gem	মণি মালা
Manikantha	মণিকণ্ঠ
Manikarna	মণিকর্ণ
Manikarnika	মণিকর্ণিকা
Gem	মণিগুণ
Manigrib	মণিগ্রীব
Gemstone	মণিচূড়
Manijla	মণিজলা
Manipur	মণিপুর
Manipur Chakra	মণিপুর চক্র
Manipuri	মণিপুরি
Manipuri	মণিপুরী
Gemstone	মণিপুষ্পক
Wristband	মণিবন্ধ
Manibhadra	মণিভদ্র
Manibhadrak	মণিভদ্রক
Manibhadrak Nag	মণিভদ্রক নাগ
Manimanjari	মণিমঞ্জরী
Manimanth	মণিমন্থ
Manimala	মণিমালা
Manimegh	মণিমেঘ
Maniskandha	মণিস্কন্ধ
Pulp	মণ্ড
Mandapa	মণ্ডপ
Mandal Brahman	মণ্ডলব্রাহ্মণ
Mandalbrahman Upanishad	মণ্ডলব্রাহ্মণ উপনিষদ
Mandalbrahmanopanishad	মণ্ডলব্রাহ্মণোপনিষদ
Mandala	মণ্ডলা
Mandala District	মণ্ডলা জেলা
Mandalay town	মণ্ডলা শহর
Congregation	মণ্ডলী
Mandi	মণ্ডি
Mandi district	মণ্ডি জেলা
Mandi town	মণ্ডি শহর
Mandiali	মণ্ডিয়ালী
Mandiali language	মণ্ডিয়ালী ভাষা
Frog	মণ্ডুক
Frog	মণ্ডুকপর্ণী
Mandya	মণ্ডয়া
Mandya district	মণ্ডয়া জেলা
Mandya town	মণ্ডয়া শহর
Like	মত
Count like	মত গণনা
Letter of opinion	মত-পত্র
Matang	মতঙ্গ
Matanga	মতঙ্গা
Voters	মতদাতা
Ballot paper	মতদান-পত্র
Doctrine	মতবাদ
Disagreement	মতভেদ
Nausea	মতলা
Suffrage	মতাধিকার
Disagreement	মতান্তর
Bigotry	মতান্ধতা
Feedback	মতামত
Motichur	মতিচুর
Delusion	মতিভ্রম
Motihari district	মতিহারী জেলা
Consensus	মতৈক্য
Intoxicated	মত্ত
Drunk elephant	মত্ত হাতি
Intoxication	মত্তগয়ন্দ
Intoxication	মত্ততা
Mattamatanga-lilakar	মত্তমাতঙ্গ-লীলাকার
Mattmayur	মত্তময়ুর
Drunk	মত্তা
Intoxicants of choice	মত্তাক্রীড়া
MatteoBikridita	মত্তেওবিক্রীড়িত
Matla	মত্লা
Fish	মত্স
Fish incarnation	মত্স অবতার
Matsa Purana	মত্স পুরাণ
Mermaid	মত্সকন্যা
Matsnari	মত্সনারী
Matsapurana	মত্সপুরাণ
Matsangana	মত্সাঙ্গনা
Fisherman	মত্সাবতার
Fisheries	মত্সালয়
Matsasur	মত্সাসুর
Fishing	মত্স্য শিকার
Fishy smell	মত্স্যগন্ধা
Fisherman	মত্স্যদ্বাদশী
Fisherman	মত্স্যরাজ
Fishy	মত্স্যসূক্ত
Matsyendranath	মত্স্যেন্দ্রনাথ
Mathani	মথানী
Mathura	মথুরা
Mathura district	মথুরা জেলা
City of Mathura	মথুরা শহর
Wine	মদ
Winebirds	মদকারী পাখি
Drunkard	মদখোর
Madagu	মদগু
Madan	মদন
Madan tree	মদন বৃক্ষ
Madan-Mahotsav	মদন-মহোত্সব
Madanak	মদনক
Madangaur Tia	মদনগৌড় টিয়া
Madanatrayodashi	মদনত্রয়োদশী
Madandev	মদনদেব
Madanadvadashi	মদনদ্বাদশী
Madanpakhi	মদনপাখি
Madanmanorama	মদনমনোরমা
Alcoholics	মদনাগ্রক
Honeymoon	মদনোত্সব
Intoxicated	মদমত্ত
Madlekha	মদলেখা
Madhaya	মদাঢ্য
Alcoholism	মদাতঙ্ক
Madalsa	মদালসা
Wine	মদিরা
Wine-drinking	মদিরা-পান
Winekeeper	মদিরাক্ষী
Drink	মদিরাপান
The bar	মদিরালয়
Wine	মদুরা
Madurai	মদুরাই
Madurai district	মদুরাই জেলা
The city of Madurai	মদুরাই শহর
Liquor store	মদের দোকান
Distillery	মদের ভাঁটি
Madda dog	মদ্দা কুকুর
Madda bird	মদ্দা পাখী
Madda bear	মদ্দা ভাল্লুক
Madda pig	মদ্দা শুয়োর
Alcohol	মদ্য-পান
Alcohol consumption	মদ্য-সেবন
Alcohol	মদ্যপ
Drinking	মদ্যপান
Liquor dealer	মদ্যব্যবসায়ী
Honey	মধন
Madhana	মধানা
Honey	মধু
Honey is angry	মধু রাগ
Honey	মধুকর
Honey	মধুকরি
Madhukar Shah	মধুকার শাহ
Madhukar Shah Judeb	মধুকার শাহ জুদেব
Honeycomb	মধুকুম্ভা
Honey cells	মধুকোষ
Honeycomb	মধুছন্দা
Madhuchanda sage	মধুছন্দা ঋষি
Honey	মধুত্থ
Honey	মধুপ
Honeycomb	মধুপর্ক
Honeycomb	মধুপর্ণী
Honeycomb	মধুপাত্র
Honey	মধুপান
Madhupilu	মধুপিলু
Honeymoon	মধুপ্রিয়
Madhubani	মধুবনি
Madhubani district	মধুবনি জেলা
Madhubani city	মধুবনি শহর
Honey	মধুবর্ণ
Honeycomb	মধুবাহী
Honey river	মধুবাহী নদী
Madhubrata	মধুব্রত
Madhumati	মধুমতি
Madhumati	মধুমতী
Honey	মধুমাত
Honey angry	মধুমাত রাগ
Madhumatsarang	মধুমাতসরঙ্গ
Madhumatsaranga raga	মধুমাতসরঙ্গ রাগ
Honeymoon	মধুমাধবী
Diabetes	মধুমেহ
Diabetes specialist	মধুমেহ বিশেষজ্ঞ
Diabetes	মধুমেহ রোগ
Diabetic	মধুমেহ রোগগ্রস্ত
Diabetic patient	মধুমেহ রোগী
Diabetic	মধুমেহী
Honeymoon	মধুযষ্টি
Honeydew	মধুযষ্টিকা
Honey bee	মধুযষ্ঠী
Sweet speech	মধুর ভাষণ
Sweet fever	মধুরজ্বর
Sweetness	মধুরতা
Sweet	মধুরব্য
Sweet	মধুরস
Sweet	মধুরসা
Sweetheart	মধুরসিক
Sweet	মধুরা
Sweet king	মধুরাজ
Sweet night	মধুরাত
Honey	মধুরিকা
Sweet	মধুরী
Honey	মধুলী
Honeycomb	মধুশক্কর
Honeycomb	মধুশালিকা
Madhusudan	মধুসুদন
Honeycomb	মধুস্পদী
Honey	মধুস্যন্দ
Honeymoon	মধূত্সব
Honey	মধূলিকা
Madhepura	মধেপুরা
Madhepura district	মধেপুরা জেলা
Madhepura town	মধেপুরা শহর
Democracy in Central Africa	মধ্য আফ্রিকার গণতন্ত্র
Madhya Pradesh	মধ্য প্রদেশ
Middle class	মধ্য বর্গ
Midnight	মধ্য-রাত্রি
Middle Ages	মধ্যকাল
Diaphragm	মধ্যচ্ছদা
Madhya Pradesh	মধ্যপ্রদেশ
Middle East	মধ্যপ্রাচ্য
Interplanetary planet	মধ্যবর্তী গ্রহ
Intermediate time	মধ্যবর্তী সময়
Intermediate space	মধ্যবর্তী স্থান
Midwifery	মধ্যবিথিকা
Middle-aged	মধ্যবয়স্ক
Middle age	মধ্যবয়স্কতা
The middle	মধ্যভাগ
Medium	মধ্যম
The middle man	মধ্যম পুরুষ
Middle tone	মধ্যম স্বর
Middle	মধ্যমা
Medium	মধ্যমাত্রেয়
Medium sage	মধ্যমাত্রেয় ঋষি
Midnight	মধ্যরাত
Midnight	মধ্যরাত্রি
Intermediary	মধ্যস্থ
Mediation	মধ্যস্থতা
In the middle	মধ্যা
Intermission	মধ্যান্তর
Intermission	মধ্যান্তরাল
Interval	মধ্যাবকাশ
Noon	মধ্যাহ্ণ
In	মধ্যে
Mind	মন
Mind blowing story	মন গড়া গল্প
Mind you	মন দেওয়া
State of mind	মনঃস্থিতি
Mont	মনট
Guess	মনন
Mind you	মনমাঝি
Manmohan	মনমোহন
Manmohan Singh	মনমোহন সিং
Manasa	মনসা
Mansadevi	মনসাদেবী
Manasapanchami	মনসাপঞ্চমী
Monsoon	মনসুন
Annoyance	মনস্তাপ
Satisfaction	মনস্তুষ্টি
Manhans	মনহংস
Manaharan	মনহরণ
Monaka	মনাকা
Monakka	মনাক্কা
Manama	মনামা
Monitor	মনিটর
Manihar	মনিহার
Maniharni	মনিহারনী
Maniharini	মনিহারিনী
Manila	মনীলা
Manila mango	মনীলা আম
Manu	মনু
Manu-smriti	মনু-স্মৃতি
Manuj	মনুজ
Manuraj	মনুরাজ
Man	মনুষ্য
Mankind	মনুষ্যজাতি
Humanity	মনুষ্যত্ব
Inhumanity	মনুষ্যত্বহীনতা
Humanism	মনুষ্যধর্মা
Non-human beings	মনুষ্যেতর জীব
Manuscripts. Manu-sanhita	মনুসংহিতা. মনু-সংহিতা
Manusmriti	মনুস্মৃতি
To think	মনে করা
Remember	মনে পড়া
Remember	মনে পরা
Monet	মনেট
Anger of the mind	মনের রাগ
Wish	মনোকামনা
Manojba	মনোজবা
Mood	মনোদশা
Meditation	মনোধ্যান
Meditation anger	মনোধ্যান রাগ
Concentration	মনোনিবেশ
Attitude	মনোবতী
Morale	মনোবল
Mood	মনোবস্থা
Desire	মনোবাঞ্ছা
Emotions	মনোবাসনা
Psychosis	মনোবিকার
Psychosis	মনোবিকৃতি
Psychology	মনোবিজ্ঞান
Psychologist	মনোবিজ্ঞানী
Psychology	মনোবিদ্যা
Attitude	মনোবৃত্তি
Mood	মনোবেগ
Psychological	মনোবৈজ্ঞানিক
Psychosis	মনোব্যথা
Attitude	মনোভাব
Attitude	মনোভাবনা
Monomalinya	মনোমালিন্য
Attention	মনোযোগ
Pay attention	মনোযোগ দেওয়া
Attentively	মনোযোগ সহকারে
Entertainment	মনোরঞ্জন
A place of entertainment	মনোরঞ্জনের জায়গা
Manorath III	মনোরথ তৃতীয়া
Mindfulness	মনোরথপূর্ণতা
Nice	মনোরম
Manorama	মনোরমা
Psychiatrist	মনোরোগ চিকিতসক
Psychiatrist	মনোরোগ-বিশেষজ্ঞ
Beautiful	মনোহর
Nice smell	মনোহর গন্ধ
Beautiful anger	মনোহর রাগ
Beautiful	মনোহরা
Beautiful	মনোহরি
Montevideo	মন্টেভিডিয়ো
Mantha	মন্ঠ
Pulp	মন্ড
Mandal	মন্ডল
Mandalapuchchak	মন্ডলপুচ্ছক
Congregation	মন্ডলী
Comments	মন্তব্য
Mantra	মন্তর
Mantra	মন্ত্র
Ministry	মন্ত্রক
Minister	মন্ত্রকার
Wizard	মন্ত্রজ্ঞানী
Consultation	মন্ত্রণা
Advisory room	মন্ত্রণাকক্ষ
Mantra	মন্ত্রতন্ত্র
Mantraput amulet	মন্ত্রপুত তাবিজ
Spell weapons	মন্ত্রপ্রেরিত অস্ত্র
Ministry	মন্ত্রালয়
Minister	মন্ত্রী
Cabinet	মন্ত্রী-মন্ডল
Cabinet	মন্ত্রীমন্ডল
Manthak sage	মন্থক ঋষি
Churning	মন্থন
Manthani	মন্থনী
Shaking bar	মন্থনের দণ্ড
Slow down	মন্থরা
Shake	মন্থান
Churning anger	মন্থান রাগ
Shake	মন্থানক
Evil intent	মন্দ অভিপ্রায়যুক্ত
Evil policy	মন্দ নীতি
Bad smile	মন্দ হাসি
Evil	মন্দর
Mandarachal	মন্দরাচল
Mandru	মন্দরু
Evil	মন্দসোর
Mandsor district	মন্দসোর জেলা
The city of Mandsaur	মন্দসোর শহর
Recession	মন্দা
Mandakini	মন্দাকিনী
Recession	মন্দাবস্থা
Recession	মন্দার
The tree of recession	মন্দার বৃক্ষ
Mandarak	মন্দারক
Mandarasasthi	মন্দারষষ্ঠী
Depression	মন্দাস্য
Temple	মন্দির
Temple	মন্দীল
Mandodari	মন্দোদরী
Drowsiness	মন্দ্রাক্রান্তা
Thank you	মন্নথকর
Manvantar	মন্বন্তর
Manmathapriya	মন্মথপ্রিয়া
Monument	মন্যাস্তম্ভ
Manyudev	মন্যুদেব
Manyudev Rishi	মন্যুদেব ঋষি
Mabroka	মব্রোকা
Mbroka mango	মব্রোকা আম
Compassion	মমতা
Mamtva	মমত্ব
Mmmm	মমম
Mumit	মমিত
Mamit district	মমিত জেলা
Mumtaz city	মমিত শহর
Mummies	মমীরা
Die-die	মর-মর
Morocco	মরক
Emerald	মরকত
Morakoti	মরকোটী
Moroccan Dirham	মরক্কান দিরেম
Rust	মরচে
The time of death	মরণ কাল
Deadly	মরণাপন্ন
Mortal	মরবট
Marble sound	মরমর শব্দ
Marmarani	মরমরানি
The season	মরশুম
Seasonal employee	মরশুমী কর্মচারী
Seasonal land	মরশুমী জমি
Seasonal labor	মরশুমী মজুর
Marathwada	মরাঠওয়াড়া
Maramas	মরামাস
Dead	মরাল
Morigaon	মরিগাঁও
Morigaon district	মরিগাঁও জেলা
Morigaon town	মরিগাঁও শহর
Pepper	মরিচ
Rust	মরিচা
Mauritius	মরিশাস
Republic of Mauritius	মরিশাস গণরাজ্য
Resident of Mauritius	মরিশাস নিবাসী
Mauritius	মরিশাসবাসী
Mauritian Rupee	মরিশিয়ান রুপিয়া
The beam	মরীচি
Beam sage	মরীচি ঋষি
The mirage	মরীচিকা
Desert	মরু
Marut	মরুত্
Desert	মরুত্ত
Oasis	মরুদান্দোল
The desert	মরুভূমি
The desert eagle	মরুভূমি গরুড়
Desert dweller	মরুভূমি নিবাসী
Desert	মরুস্থল
Desert	মরুস্হলীয়
Desert	মরুয়া
Oasis	মরূদান
Marathi	মরেঠি
Morocco	মরোক্কো
Sprain	মরোড়ফলী
Mork	মর্ক
Monkey	মর্কট
Emerald	মর্কটক
The monkey	মর্কটপাল
Morgue	মর্গ
Morton Kate	মর্টন কেট
Mortal	মর্তবান
Mortal	মর্তমুখ
Mortal	মর্ত্য
Mortals	মর্ত্যলোক
Rubbing	মর্দন
Rub	মর্দন করা
Mardal	মর্দল
Mardal	মর্দ্দল
Meaning	মর্ম
The ground of meaning	মর্ম স্থল
The place of meaning	মর্ম স্থান
Marble	মর্মরপ্রস্তর
The heart	মর্মস্থল
Dignity	মর্যাদা
Stool	মল
Stool excretion	মল ত্যাগ
Stool door	মল দ্বার
Stool disease	মল রোগ
Malkaran	মলকরন
Malgoba	মলগোবা
Malgoba mango	মলগোবা আম
Malgoba mango tree	মলগোবা আমের গাছ
Malang	মলঙ্গ
Malanga	মলঙ্গা
Stomach fever	মলজ্বর
Maljhan	মলঝন
Moldovan Leu	মলদোভান লেউ
Anus	মলদ্বার
Anal cleansing	মলদ্বার প্রক্ষলন
Trash	মলপাত্র
Ointment	মলম
Muslin scarf	মলমলের ওড়না
Muslin shawl	মলমলের শাল
Malmas	মলমাস
Stool	মলস্তম্ভ
Rub	মলা
Cover	মলাট
Covered	মলাট দেওয়া
Rectum	মলাধার
Constipation	মলাবরোধ
Malawi	মলাভি
Republic of Malawi	মলাভি গণরাজ্য
Malari	মলারী
Malari is angry	মলারী রাগ
The rectum	মলাশয়
Malayachal	মলায়াচল
Mollywood	মলিউড
Molecule	মলিকিউল
Malit	মলিত
Malida	মলিদা
Dirty	মলিন
Dirt	মলিনতা
Malina	মলিনা
Molis	মলিস
মলিয়া	মলিয়া
Malida	মলীদা
Dirt	মলীনতা
Malkanagiri	মল্কানগিরি
Malkangiri district	মল্কানগিরি জেলা
Malkangiri town	মল্কানগিরি শহর
Mall	মল্ল
Malla race	মল্ল জাতি
Mall land	মল্ল ভূমি
Wrestling	মল্লযুদ্ধ
Wrestler	মল্লযোদ্ধা
Mallar	মল্লার
Mallari	মল্লারি
Mallari	মল্লারী
Mallick	মল্লিক
Mallika	মল্লিকা
Mallika Mango	মল্লিকা আম
Mallikarjun	মল্লিকার্জুন
Mallinath	মল্লিনাথ
Malay	মলয়
Malay Islands	মলয় দ্বীপপুঞ্জ
Malay wind	মলয় পবন
Malay Mountains	মলয় পর্বত
Malay	মলয় বাসী
Malay language	মলয় ভাষা
Malayagiri	মলয়গিরি
Malayagiri	মলয়গিরী
Malay	মলয়বাসী
Malayalam	মলয়ালম
Malayali	মলয়ালি
Mosquito	মশক
Mushrooms	মশরু
Spices	মশলা
Spices	মশলাদানি
Mosquitoes	মশা
Mosquito nets	মশারি
Torch	মশাল
The torchbearer	মশালচী
Spices	মশালাদানি
Muscular	মসকলা
Muscular	মসকলী
In the mosque	মসজিদে
Mosnavi	মসনবী
Masru	মসরু
Mosi	মসি
Mosque	মসিদানি
Masidhan	মসিধান
Fine	মসিনা
Masipatra	মসিপত্র
Mosula	মসূলা
Maseru	মসেরু
Muscat	মস্কট
Muscat and Oman	মস্কট এবং ওমান
Mosca Volitans	মস্কা ভোলিটানস
Moscow	মস্কো
Head	মস্তক
Headless body	মস্তকহীন দেহ
Headache	মস্তাকাধান
The bully	মস্তান
Brain	মস্তি
Brainstorming	মস্তিখোর
The brain	মস্তিষ্ক
The nervous system of the brain	মস্তিষ্কের স্নায়ুমন্ডলী
Subdivision	মহকুমা
Exercise	মহড়া
Great	মহতী
Great	মহত্
Great Upanishads	মহত্ উপনিষদ
Significance	মহত্ব
Insignificance	মহত্বহীনতা
Mahfa	মহফা
Muhammad	মহম্মদ
Mohammad Nadir Shah	মহম্মদ নাদিরশাহ
Seal	মহর
Maharat	মহরত্
Maharathi	মহরথী
Muharram	মহরম
The month of Muharram	মহরম মাস
Seal	মহরি
Maharshi	মহর্ষি
Maharshi did not drink	মহর্ষি পাণিনি
Maharshi is divisive	মহর্ষি বিভাণ্ডক
Maharshi diameter	মহর্ষি ব্যাস
Mahal	মহল
Court	মহলাঠ
Mahalipatela	মহলীপটেলা
Great poetry	মহা কাব্য
Great sage	মহা জ্ঞানি
Great gift	মহা দান
Great scholar	মহা পণ্ডিন
Great scholar	মহা বিদ্বান
Great Bodhi tree	মহা বোধিবৃক্ষ
Great War	মহা যুদ্ধ
The ocean	মহা সমুদ্র
Great Flood	মহা-প্লাবন
The maiden	মহাকন্য
Mahakapala	মহাকপাল
Mahakapol	মহাকপোল
The great poet	মহাকবি
The great poet Kalidas	মহাকবি কালীদাস
Epic	মহাকাব্য
Mahakartiki	মহাকার্তিকী
Great time	মহাকাল
Mahakaleshwar	মহাকালেশ্বর
Space	মহাকাশ
Space Center	মহাকাশ কেন্দ্র
Astronaut	মহাকাশ যাত্রী
Spacecraft	মহাকাশযান
Mahakipte	মহাকিপ্টে
Mahakund	মহাকুণ্ড
Aquarius	মহাকুম্ভ
Merciful	মহাকৃপণ
Mahaganga	মহাগঙ্গা
Mahagaj	মহাগজ
Mahaganapati	মহাগণপতি
The womb	মহাগর্ভ
Mahagiri	মহাগিরি
Grandmaster	মহাগুরু
Mahagairi	মহাগৈরী
Mahagauri	মহাগৌরী
Great	মহাগ্রীব
Exhausted	মহাঘৃত
Mahachakra	মহাচক্র
Mahachand	মহাচণ্ড
Mahachitta	মহাচিত্তা
Mahachura	মহাচুড়া
In the shadows	মহাচ্ছায়
Mahajani	মহাজনি
Mahajani	মহাজনী
Mahajani script	মহাজনী লিপি
The work of a moneylender	মহাজনের কাজ
Banker's house	মহাজনের বাড়ি
Mahajaba	মহাজবা
Great	মহাজম্ভ
The great crow	মহাজলকাক
Cosmic field	মহাজাগতিক ক্ষেত্র
Mahajanu	মহাজানু
The web	মহাজাল
Great tongue	মহাজিহ্ব
Great floor	মহাতল
Great heat	মহাতোপ
Mahatma	মহাত্মা
Mahatma Gandhi	মহাত্মা গান্ধী
Mahatma Jyotiba swells	মহাত্মা জ্যোতিবা ফুলে
Mahatma Jyotira and Govindara also flourished	মহাত্মা জ্যোতিরাও গোবিন্দরাও ফুলে
Mahatma swells	মহাত্মা ফুলে
Mahatrifla	মহাত্রিফলা
Mahadji	মহাদজী
Mahadji Scindia	মহাদজী সিন্ধিয়া
Continent	মহাদশা
Mahadan	মহাদান
Mahadaru	মহাদারু
Mahadev Gana	মহাদেব গণ
Goddess	মহাদেবী
Continent	মহাদেশ
The giant	মহাদৈত্য
Mahadrak	মহাদ্রক
Mahadron	মহাদ্রোণ
Aorta	মহাধমনী
Advocate General	মহাধিবক্তা
General Assembly	মহাধিবেশন
Great sound	মহাধ্বনি
Great	মহানক
The metropolis	মহানগর
Metropolitan Telephone Corporation	মহানগর টেলিফোন নিগম
Municipal Corporation	মহানগরপালিকা
Mahanadani	মহানদানী
The great river	মহানদী
Mahananda	মহানন্দা
Mahananda river	মহানন্দা নদী
Great stars	মহানব তারা
Mahanabami	মহানবমী
Mahanav	মহানাভ
Mahanarayana	মহানারায়ণ
Mahanarayana Upanishad	মহানারায়ণ উপনিষদ
Mahanarayanopanishad	মহানারায়ণোপনিষদ
Mahanim	মহানিম
Inspector General	মহানিরীক্ষক
Directorate General	মহানির্দেশালয়
Great Nirvana	মহানির্বাণ
Your Excellency	মহানুভব
Mahanova	মহানোভা
Mahanadstra	মহান্দষ্ট্র
In the Mahapancha	মহাপঞ্চায়
Highway	মহাপথ
Mahapadma	মহাপদ্ম
Greatness	মহাপনস
Mahaparinirvana	মহাপরিনির্বাণ
Great sin	মহাপাতক
Mohapatra	মহাপাত্র
Great sin	মহাপাপ
General Manager	মহাপালিকা
Great	মহাপাশ
Great men	মহাপুরুষ
Mahapushpa	মহাপুষ্পা
Mahaprabha	মহাপ্রভা
Mahaprabha river	মহাপ্রভা নদী
Cataclysm	মহাপ্রলয়
Mahaprasad	মহাপ্রসাদ
Exodus	মহাপ্রস্থান
Great soul	মহাপ্রাণ
Loving	মহাপ্রয়াণ
Archive	মহাফেজখানা
Great	মহাবক
Mahabat	মহাবট
Great power	মহাবল
Mahabastra	মহাবস্ত্র
Epic	মহাবাক্য
Mahabakya Upanishad	মহাবাক্য উপনিষদ
Mahabakyopanishad	মহাবাক্যোপনিষদ
Mahabaleshwar	মহাবালেশ্বর
Great arm	মহাবাহু
Mahavikram	মহাবিক্রম
Mahavidya	মহাবিদ্যা
College	মহাবিদ্যালয়
Catastrophe	মহাবিনাশ
Mahabil	মহাবিল
The universe	মহাবিশ্ব
Equinox	মহাবিষুব
Seed	মহাবীজ
Mahabir	মহাবীর
Mahabir Jayanti	মহাবীর জয়ন্তী
Great tree	মহাবৃক্ষ
General Assembly	মহাবৈঠক
Mahabodhi bot	মহাবোধি বট
Mahabodhi tree	মহাবোধিবৃক্ষ
Mahabrahman	মহাব্রাহ্মণ
Mahabhadra	মহাভদ্রা
Great brother	মহাভাউ
Mahabharata	মহাভারত
Mahabharata	মহাভারত গ্রন্থ
Epic	মহাভাষ্য
Mahabhishma	মহাভীষ্ম
The epidemic	মহামারি
Mahamalika	মহামালিকা
Mahamayanagar	মহামায়নগর
Mahamayanagar city	মহামায়নগর শহর
Mahamaya	মহামায়া
Mahamayanagar	মহামায়ানগর
Mahamayanagar district	মহামায়ানগর জেলা
Mahamund	মহামুণ্ড
Mahameda	মহামেদা
Delightful	মহামোদকারী
Mahayana	মহাযান
Great War	মহাযুদ্ধ
Great warrior	মহাযোদ্ধা
Empress	মহারণ্য
Maharath	মহারথ
Mahars	মহারস
Your Majesty	মহারাজ
Maharajganj	মহারাজগঞ্জ
Maharajganj district	মহারাজগঞ্জ জেলা
Maharajganj city	মহারাজগঞ্জ শহর
Maharaja	মহারাজা
Maharana Aquarius	মহারাণা কুম্ভ
Maharana Pratap	মহারাণা প্রতাপ
Empress	মহারাণী
Queen Victoria	মহারাণী ভিক্টোরিয়া
Maharashtra	মহারাষ্ট্র
Maharukh tree	মহারুখ গাছ
Great	মহারুপক
Maharaudri	মহারৌদ্রী
Your Majesty	মহারৌরব
Expensive allowance	মহার্ঘ্য ভাতা
Maharnab	মহার্ণব
Maharth	মহার্থ
Mahalakshi	মহালক্ষী
Court	মহালত
Auditor General	মহালেখা পরিক্ষক
Mahalaya	মহালয়া
Superpower	মহাশক্তি
Conch	মহাশঙ্খ
Mahashivaratri	মহাশিবরাত্রি
Mahasira	মহাশিরা
Great	মহাশীর্ষ
Mahashil	মহাশীল
Mahasweta	মহাশ্বেতা
Sir	মহাশয়
Sir	মহাশয়া
Mahasthami	মহাষ্ঠমী
Great number	মহাসংখ্যা
Secretary General	মহাসচিব
The ocean	মহাসমুন্দ
Mahasamund district	মহাসমুন্দ জেলা
Ocean city	মহাসমুন্দ শহর
General Assembly	মহাসম্মেলন
The ocean	মহাসাগর
Great consolation	মহাসান্তপন
Mahasur	মহাসুর
Mahasut	মহাসূত
Mahasen	মহাসেন
Mahason	মহাসোন
Mahasvan	মহাস্বন
Majesty	মহিমা
Mohir	মহির
Mahiravan	মহিরাবণ
Female	মহিলা
Female poet	মহিলা কবি
Female players	মহিলা খেলোয়াড়
Female thief	মহিলা চোর
Female landlord	মহিলা জমিদার
Female runner	মহিলা দৌড়বীর
Female preacher	মহিলা প্রচারক
Female merchant	মহিলা বণিক
Female Banjara	মহিলা বাঞ্জারা
The female is dead	মহিলা ময়রা
The female saint	মহিলা সাধু
Female graduate	মহিলা স্নাতক
Mahishasur	মহিশাসুর
The buffalo	মহিষ
The buffalo	মহিষী
Mysore	মহিসুর
City of Mysore	মহিসুর শহর
Mahi	মহী
Floor	মহীতল
Mahipal	মহীপাল
Femininity	মহীলতা
Mysore Palace	মহীশূর প্যালেস
Mahua	মহুয়া
Mahua's garden	মহুয়ার বাগান
Mahua's bread	মহুয়ার রুটি
Mohenjo-daro	মহেঞ্জো-দাড়ো
Mohenjo-daro	মহেঞ্জোদাড়ো
Mahendra mountain	মহেন্দ্র পর্বত
Mahendragarh	মহেন্দ্রগড়
Mahendragarh district	মহেন্দ্রগড় জেলা
Mahendragarh city	মহেন্দ্রগড় শহর
Mahendra Baruni	মহেন্দ্রবারুণী
Mahendrachal	মহেন্দ্রাচল
Mahendra	মহেন্দ্রাল
Mahendra river	মহেন্দ্রাল নদী
Mahendra	মহেন্দ্রী
Mahendra River	মহেন্দ্রী নদী
Mouth	মহোখ
Stupid	মহোখা
Festival	মহোত্সব
Sir	মহোদর
Sir	মহোদয়
Sir	মহোদয়া
Mahoba	মহোবা
Mahoba district	মহোবা জেলা
Mahoba city	মহোবা শহর
Herbal medicine	মহৌষধ
Manjir	ম়ঞ্জীর
Grant	ম়ঞ্জুরী
Mom	মা
Mother Bhairabi	মা ভৈরবী
Manjha	মাঁঝা
Meat	মাংস
Flesh-muscle	মাংস-পেশী
Meatballs	মাংসপিণ্ড
Muscle	মাংসপেশী
Carnivorous	মাংসভোজী
The flesh	মাংসরুহা
Carnivorous	মাংসরোহিণী
Meatballs	মাংসসম্বাত
Meatless diet	মাংসহীন আহার
Meatballs	মাংসার্বুদ
Carnivorous	মাংসাশী
Carnivory	মাংসাহার
Pieces of meat	মাংসের টুকরো
Meat shop	মাংসের দোকান
My	মাই
Mike	মাইক
Micronesia	মাইক্রনেশিয়া
Micronesia	মাইক্রনেসিয়া
Microwave oven	মাইক্রো ওভেন
Micro chip	মাইক্রো চিপ
Microchip	মাইক্রোচিপ
Micronesia	মাইক্রোনেশিয়া
Micronesia	মাইক্রোনেসিয়া
Microphone	মাইক্রোফোন
Microscope	মাইক্রোস্কোপ
Mine	মাইন
Maine	মাইনে
Miles	মাইল
Milestone	মাইলফলক
Mileage	মাইলেজ
Mt.	মাউণ্ট
Mount Abu	মাউন্ট আবু
Mount Everest	মাউন্ট এভারেষ্ট
Maullam	মাউল্লম
Mouse	মাউস
Maoism	মাওবাদ
Maoists	মাওবাদী
Mawa	মাওয়া
Spiders	মাকড়শা
Spider	মাকড়ষা
Spiders	মাকড়সা
Spiders	মাকড়ি
Makand.Alipriya	মাকন্দ.অলিপ্রিয়
Makrisaptami	মাকরীসপ্তমী
Makal	মাকল
Maku	মাকু
Butter	মাখন
Remuneration for making butter	মাখন তোলার পারিশ্রমিক
Butter maker	মাখন প্রস্তুতকারক
Butter	মাখনা
Coated	মাখা
Magadha	মাগধ
Magadhi	মাগধী
Magadhi Prakrit	মাগধী প্রাকৃত
Magur	মাগুর
Magh	মাঘ
Magh month	মাঘ মাস
Maghmas rain	মাঘমাসের বৃষ্টি
Maghi	মাঘী
Mangan	মাঙ্গন
